companyId,Fundamentals Source,Name,Market Capitalization,Close Price,Industry,Sector,Price To Earnings,Price To Sales,Revenue Growth TTM,PAT Growth TTM,PAT Growth QoQ,Price To Book Value,Returns 1W,Returns 1M,Returns 3M,Returns 6M,SMA 20D,EV To EBITDA,52WH Distance,52WL,Debt To Equity,Debt To Equity 3 Years Back,Change In DII Holdings 1 Year,Change In FII Holdings 1 Year,Promoter Holdings,Change In Promoter Holdings 1 Year,ROCE,PBT Growth TTM,Revenue Growth QoQ,Revenue Growth YoY,52WL Distance,All Time High Distance,CFO To PAT,CFO To EBITDA,CWIP,CWIP 1 Year Back,Fixed Assets,Fixed Assets 2 Years Back,Debt,Debt 2 Years Back
NSE:SWSOLAR,C,Sterling & Wilson Renewable Energy Ltd,4572.32,195.79,Solar EPC,Infrastructure Developers & Operators,null,0.56,63.72,-1297.15,100.32,9.73,3.22,-3.38,-15.53,-28.45,192.67,18.79,43.88,176.6,2.61,-9.02,-6.85,-3.2,45.72,-0.01,-11.47,-408.17,19.65,13.88,10.87,76.35,44.28,15.35,0,0,40.52,56.21,1225.68,515.68
NSE:STLTECH,C,Sterlite Technologies Ltd,7597.83,155.66,Cables - Telecom,Cables,null,1.74,15.21,-74.4,-525,3.68,17.43,67.54,32.34,20.33,117.57,17.97,5.22,41.36,0.94,1.83,1.62,2.22,44.44,0.28,5.69,-100,21.57,25.95,274.44,46.89,-483.33,83.65,43,23,2914,3209,1921,3376
NSE:STLNETWORK,C,STL Networks Ltd,1036.4,21.24,IT Enabled Services/Business Process Outsourcing,IT - Software,null,1.11,null,null,45.52,1.2,-1.39,0.95,-9.73,null,20.66,48.32,40,18,0.96,null,null,null,44.16,null,1.68,null,45.21,16.48,18,40,null,null,0,0,124.78,null,826.73,null
NSE:STOVEKRAFT,S,Stove Kraft Ltd,1693.44,511.5,Domestic Appliances,Consumer Durables,45.27,1.12,3,-5.87,-80.57,3.42,1.01,-6.82,-20.36,-15.16,507.41,12.37,37.8,453.15,0.4,0.4,2.93,-0.8,55.79,-0.09,10.94,-5.89,-20.25,-6.36,12.55,55.01,337.38,86.22,66.25,22.63,null,510.21,196.49,256.27
NSE:STAR,C,Strides Pharma Science Ltd,7905.19,857.65,Pharma - Formulators,Pharmaceuticals,15.45,1.67,6.95,-84.93,58.24,2.87,-0.72,-7.43,-11.93,-1.1,851.27,10.72,16.32,513.05,0.67,1.38,-3.9,1.04,27.86,1.04,17.7,53.22,-2.14,3.55,67.19,16.32,167.16,85.25,164.19,206.76,2139.16,1947.09,1843.85,2516.87
BSE:META,C,String Metaverse Ltd,1819.84,156.3,IT - Software,IT - Software,23.16,2.11,240.63,275.01,28.88,7.15,-4.98,-10.56,-43.57,-40.75,160.69,19.02,51.81,41.71,0,0.11,0,0,81.79,-7.24,31.85,276.5,19.72,140.6,274.73,51.81,139.97,119.61,18.41,9.59,175.4,63.87,0.14,0.31
NSE:STUDDS,C,Studds Accessories Ltd,1955.47,496.9,Plastics - Others,Plastic products,23.99,3.35,null,null,0.48,4.05,-2.13,-6.76,-8.75,null,504.5,18.71,17.67,475,0.02,0.14,null,null,61.75,null,20.99,null,5.56,9.42,4,17.67,90.83,60.34,28.84,11.71,null,null,9.04,31.59
NSE:STYLAMIND,C,Stylam Industries Ltd,3759.76,2218.4,Plywood Boards/Laminates,Plywood Boards/Laminates,26.6,3.38,11.2,8.74,23.25,5.2,0.55,1.36,15.72,32.73,2197.83,17.84,8.7,1464.25,0,0.09,1.65,-1.91,52.19,0,26.43,12.39,-7.33,6.46,51.51,18.88,88.16,58.02,163.32,83.05,195.47,175.03,0,0
NSE:STYRENIX,C,Styrenix Performance Materials Ltd,3446.43,1959.8,Petrochem - Polymers,Petrochemicals,20.38,0.97,34.46,-25.93,-63.46,2.77,3.72,1.67,-15.83,-26.81,1922.53,12.16,43.97,1839.1,0.26,0.35,4.46,-2.15,46.24,0,13.63,-35.59,8.83,25.87,6.57,43.97,23.11,15.5,57.59,29.41,898.07,295.29,327.96,27.34
NSE:SUBEXLTD,C,Subex Ltd,569.88,10.11,IT - Software,IT - Software,1011,2.06,-7.4,-100.59,2.45,1.76,3.91,-2.79,-21.77,-24.68,9.83,79.51,41.24,8.84,0.09,0.06,0,-0.1,0,0,3.84,-106.94,2.73,-2.61,14.25,86.42,-31.01,-66.55,0,0,230.96,227.85,29.7,28.16
NSE:SUBROS,C,Subros Ltd,5230.6,801.8,Auto Ancillaries - AC,Auto Ancillaries,32.19,1.45,9.83,20.6,-14.7,4.51,1.51,-3.4,-11.1,-1.09,793.81,16.41,33.95,518,0.02,0.02,0.33,-0.03,36.79,0,19.13,15.44,7.71,15.43,54.77,33.95,116.14,54.24,30.96,78.69,752.58,784.86,23.95,34.58
NSE:SUDARSCHEM,C,Sudarshan Chemical Industries Ltd,7269.25,924.7,Dyes & Pigments,Chemicals,149.15,0.87,202.38,-135.11,-701.04,2.07,1.1,1.21,-13.51,-36.03,911.53,18.27,42.3,796.15,0.72,1,5.95,-0.5,8.19,-19.36,2.39,-100.32,-11.91,215.56,16.18,42.3,61.56,9.72,159.4,140.41,3057.3,1101.59,2528,467.07
NSE:SUDARCOLOR,S,Sudarshan Colorants India Ltd,836.02,362.2,Dyes & Pigments,Chemicals,19.9,1.06,-2.46,-9.91,-112.28,1.51,-0.49,-18.24,-24.97,-38.77,370.51,9.32,41.53,320,0.04,0,-8.03,-0.24,70.26,15.89,9.77,-15.4,-4.08,-17.52,13.44,69.37,214.96,135.21,11.2,4.75,null,172.1,24.06,27.02
BSE:SUDARSHAN,C,Sudarshan Pharma Industries Ltd,625.47,25.99,Trading,Trading,32.09,0.97,null,null,7.24,4.47,2.48,11.55,-5.59,-13.37,22.07,17.78,26.58,18.5,1.56,0.34,0,6.71,57.39,0,13.19,null,-0.51,45.26,40.49,51.42,220.79,88.23,28.45,6.04,52.74,null,218.8,104.84
NSE:SUDEEPPHRM,C,Sudeep Pharma Ltd,7549.49,668.4,Pharmaceuticals Bulk Drugs & Formulation,Pharmaceuticals,44.89,15.04,null,null,1.97,9.23,4.58,7.56,null,null,603.84,40.37,15.66,524.05,0.28,0.27,null,null,76.15,null,30.03,null,5.94,49.16,27.95,15.66,35.12,25.65,88.22,44.66,null,null,137.55,83.69
NSE:SUKHJITS,C,Sukhjit Starch & Chemicals Ltd,526.49,168.51,Agricultural Processing - Maize,FMCG,35.4,0.38,-7.8,-68.92,-27.21,0.96,-4.93,-5.22,7.81,0.77,176.15,12.49,27.79,143.61,0.74,0.71,0,0,66.07,0.06,5.17,-71.65,10.3,-7.53,18.16,47.46,169.62,60.68,21.85,18.88,541.48,551.01,409.37,338.24
NSE:SULA,C,Sula Vineyards Ltd,1508.9,178.68,Alcoholic Beverages,Alcoholic Beverages,50.05,2.76,-5.09,-57.45,51.16,2.67,-5.03,-8.69,-27.8,-28.48,187.61,18.33,46.8,175.31,0.71,0.38,-2.11,-7.97,24.35,-0.31,7.08,-60.48,37.8,-9.87,1.93,74.43,83.16,39.16,9.37,5.52,495.94,454.31,400.06,324.27
NSE:SUMEETINDS,C,Sumeet Industries Ltd,1376.34,26.15,Textiles - Manmade Fibre - PFY/PSF,Textiles,null,1.34,-0.36,-0.28,-8.32,7.87,2.31,-8.08,-24.52,15.21,26.69,28.68,35.48,0.98,0.48,-4.2,0,0,89.83,89.83,37.25,14.96,-0.88,6.02,2566.33,35.48,240.84,3329.29,7.18,0.77,141.85,160.96,97.97,490.09
NSE:SUMICHEM,C,Sumitomo Chemical India Ltd,20317.73,407.05,Pesticides/Agrochemicals,Agro Chemicals,38.22,6.28,2.89,2.88,-57.36,6.35,-0.8,-7.89,-13.03,-31.83,417.48,31.5,38.8,396.2,0.02,0.01,1.69,-0.22,75,0,22.14,2.47,-38.92,-11.52,2.73,38.8,89.39,71.63,14.44,28.49,563.93,581.23,58.25,30.25
NSE:SUMMITSEC,C,Summit Securities Ltd,1912.17,1754,Finance - Capital Markets - Brokers,Finance,15.52,10.7,20.58,40.63,-81.23,0.17,-2.81,-3.12,-20.61,-8.42,1752.97,12.13,29.6,1380,0,0,0.24,-0.02,74.65,0,1.44,29.64,-81.92,2064,27.28,52.2,108.39,65.04,null,0,0.03,0.23,0,0
NSE:SUNCLAY,C,Sundaram Clayton Ltd,2904.8,1317.6,"Castings, Forgings & Fastners","Castings, Forgings & Fastners",null,1.39,-5.96,-84.88,19.32,3.31,-0.11,6.1,0.89,-21.23,1259.06,45.85,50.51,1112.8,1.87,1.43,1.97,0,59.09,-2.81,5.15,-113.29,1.29,-5.33,17.81,55.32,91.08,-10.25,31.61,48,2197.9,1473.92,1631.41,1425.72
NSE:SUNDARMFIN,C,Sundaram Finance Ltd,58768.39,5289.5,Finance & Investments - CV Finance,Finance,28.33,6.18,13.42,20.05,6.29,3.87,-2.75,2.43,11.11,17.87,5249.23,43.04,5.03,4200,4.35,4.3,0.02,0.53,37.21,-0.01,9.05,20.21,5.38,14.78,25.61,5.03,-495.65,-346.57,null,1.25,982.05,921.88,65829.64,52334.2
NSE:SUNDRMFAST,C,Sundram Fasteners Ltd,19458.94,926.05,Auto Ancillaries - Engine Parts,Auto Ancillaries,35.12,3.18,3.99,0.78,-14.37,4.8,-0.49,-0.24,-3.14,-1.6,930.4,21.19,14.29,831.15,0.18,0.24,3.01,-3.02,46.95,0,16.21,1.46,1.32,6.94,11.37,38.53,78.13,44.83,166.94,195.53,2358.08,2099.57,741.18,646.54
NSE:SUNDROP,C,Sundrop Brands Ltd,2529.65,671.05,FMCG - Foods,FMCG,null,1.72,89.65,-1939.89,485.65,1.73,7.39,-0.26,-12.88,-23.82,630.67,65.87,30.74,601.55,0.01,0.13,-2.6,-0.86,38.91,-12.87,-9.28,-1834.72,6.31,95.62,10.55,42.27,-76.81,321.31,2.53,1.56,1288.15,319.68,13.49,42
NSE:SUNFLAG,C,Sunflag Iron & Steel Company Ltd,4417,245.09,Steel Products,Steel,21.92,1.17,7.01,31.28,31.62,0.54,-0.2,-4.62,-8.45,-19.74,247.19,10.97,23.82,196.37,0.07,0.18,0.03,-0.14,51.16,0,3.85,32.52,-3.14,5.66,24.92,23.82,115.62,48.13,371.55,297.09,1431.27,1524.68,579.82,726.61
NSE:SPARC,C,Sun Pharma Advanced Research Company Ltd,4286.93,132.1,Pharma - Others,Pharmaceuticals,null,80.67,-13.08,-31.05,-6.03,-12.42,-5.07,-2.76,0.54,-7.31,132.54,-21.1,35.48,109.3,-1.21,0.03,0.15,-0.19,65.67,0,-335.68,-30.68,7.51,-43.33,20.66,77.8,105.19,111.5,0.66,54.15,162.19,150.07,416.61,61.15
NSE:SUNPHARMA,C,Sun Pharmaceutical Industries Ltd,407287.11,1697.5,Pharma - Formulators,Pharmaceuticals,37.31,7.17,10.09,-4.22,8.42,5.24,0.14,-1.8,-2.27,3.55,1659.05,23.12,8.28,1548,0.07,0.12,2.27,-1.93,54.48,0,18.21,11.33,7.2,13.49,9.69,13.38,128.16,93.28,1354.73,6643.96,33370.9,27494.3,5215.1,3273.67
BSE:SUNRAKSHAK,C,Sunrakshakk Industries India Ltd,799.97,258,Textiles - Processing/Texturising,Textiles,31.93,2.13,null,null,6.6,4.89,9.95,9.97,14.59,12.98,239.15,20.87,10.65,157.6,0.27,null,0,0,69.66,-1.1,14.62,null,-3.41,354.6,63.71,10.65,1.25,0.54,17.64,7.16,63.45,38.13,44.85,7.14
BSE:SUNSHIEL,S,Sunshield Chemicals Ltd,717.66,816,Speciality Chemicals,Chemicals,25.09,1.63,29.48,66.53,-32.37,6.57,-2.09,-6.64,-18.01,-5.79,838.54,17.47,32.78,583.2,0.81,1.17,0,1.75,66.02,3.66,20.64,73.46,-22.42,12.23,39.92,32.78,329,142.06,37.03,34.59,null,74.69,87.65,85.47
NSE:SUNTECK,C,Sunteck Realty Ltd,5833.2,398.2,Realty - Construction & Contracting,Realty,30.56,5.89,-7.74,-5.78,16.07,1.75,-2.41,-5.3,-11.17,5.08,398.78,23.36,16.8,347,0.16,0.25,-2.26,-0.06,63.3,0.06,8.05,-1.2,36.36,112.73,14.78,43.02,126.29,102.16,82.48,33.6,498.75,490.63,525.07,374.94
NSE:SUNTV,C,Sun TV Network Ltd,22715.04,576.4,Entertainment & Media,Entertainment,14.38,5.17,8.78,-9.63,-8.56,1.83,7.34,3.48,1.91,-1.93,557.83,10.51,16.85,480.2,0.01,0.01,0.47,-0.65,75,0,16.87,-8.79,-33.67,4.02,19.72,47.63,97.62,77.98,15.23,344.2,3099.97,1844.49,146.26,37.75
NSE:SUPRAJIT,C,Suprajit Engineering Ltd,5951.86,433.9,Auto Ancillaries - Diversified,Auto Ancillaries,42.92,1.63,14.97,5.82,-75.41,4.33,-6.23,-5.46,-5.16,-2.65,439.17,18.44,16.74,350,0.68,0.59,-0.15,-0.03,45.14,0.51,13.39,10.23,4.03,17.72,23.14,32.61,186.1,55.41,55.13,26.44,1070.32,851.54,926.99,708.1
NSE:SUPREMEIND,C,Supreme Industries Ltd,47951.37,3774.9,Building Materials - Plastic Pipes,Plastic products,58.88,4.47,2.78,-20.3,-6.9,8.38,2.62,8.95,-1.5,-12.22,3596.77,36.29,20.35,3095,0.06,0.01,5.26,-5.47,48.96,0.11,17.85,-20.98,12.24,7.05,21.95,41.57,104.46,70.11,483.3,407.2,3049.16,2327.35,322.05,55.06
NSE:SPLPETRO,S,Supreme Petrochem Ltd,11746,624.65,Petrochem - Polymers,Petrochemicals,44.14,2.22,-12.51,-35.89,-37.45,5.29,4.75,10.89,-4.67,-17.09,577.5,29.38,36.2,462.3,0.06,0.01,1.02,0.28,64.24,0,15.65,-36.23,14.96,-10.01,35.11,36.2,87.47,64.14,41.38,581.54,null,768.75,140.29,114.14
NSE:SUPRIYA,S,Supriya Lifescience Ltd,5479.67,680.85,Pharma - API & CRAMS,Pharmaceuticals,29.54,7.45,9.68,6.18,-1.49,5.07,1.73,-7.82,-13.45,3.8,692.91,20.62,19.13,556.15,0,0.03,0.09,-1.33,68.3,0,22.87,3.84,3.31,11.2,22.43,19.13,87.61,63.14,172.5,148.02,null,310.13,5.23,5.49
NSE:SURAJEST,C,Suraj Estate Developers Ltd,1074.85,224.99,Realty - Construction & Contracting,Realty,10.82,1.81,15.71,-3.53,-23.96,1.12,-0.25,-4.69,-19.17,-19.86,228.33,8.18,43.57,209.3,0.57,8.31,-1.46,-0.18,69.6,0,13.1,-4.97,24.55,6.01,7.5,73.44,-305.87,-151.17,0,0,34.8,37.51,549.81,429.8
NSE:SURAKSHA,C,Suraksha Diagnostic Ltd,1485.08,285.15,Diagnostics,Healthcare,44.62,5.05,21.44,7.6,-18.01,6.5,-1.11,6.7,-7.29,-4.6,273.75,17.28,18.44,231,0.51,0.63,2.12,-1.93,49,0.22,15.65,5.72,-1.32,30.55,24.46,35.97,204.53,77.99,1.88,10.59,277.33,211.54,117.7,90.48
NSE:SBGLP,C,Suratwwala Business Group Ltd,536.72,30.95,Realty - Construction & Contracting,Realty,17.49,5.09,199.35,208.72,36.4,6.55,-2.95,-12.99,-3.73,-25.9,32.8,13.96,72.03,24.95,0.79,2.84,0,-0.29,73.39,0,28.66,150.27,62.01,1223.58,24.21,78.24,-42.88,-33.4,0.06,5.74,29.42,1.25,65.14,37.75
NSE:SURYAROSNI,C,Surya Roshni Ltd,4974.29,228.56,Steel - Tubes/Pipes,Capital Goods-Non Electrical Equipment,15.65,0.66,2.07,-0.88,7.41,1.99,-10.32,-13.93,-17.17,-23.89,246.03,8.55,36.26,212.55,0.05,0.22,0.58,0.22,62.89,0.42,17.27,-0.25,4.46,3.19,7.65,45.63,113.89,68.15,15.62,56.98,873.32,834.66,123.58,16.01
NSE:SURYODAY,S,Suryoday Small Finance Bank Ltd,1380.28,129.86,Banks - Small Finance,Banks,20.16,0.68,5.26,-67.33,20.22,0.69,-3.69,-7.02,-4.58,2.03,134.97,-57.99,19.49,97.97,1.09,1.75,0.22,0.17,22.44,0.14,6.75,-67.82,4.66,11.48,32.69,56.13,1148.16,-7405.01,null,134.53,290.18,168.79,2164.85,2442.98
NSE:SEITINVIT,C,Sustainable Energy Infra Trust,4050,125,Infrastructure Investment Trusts,Infrastructure Investment Trusts,32.55,5.59,2.71,-0.53,158.33,1.35,null,null,13.64,15.74,109.43,12.15,0,108,1.11,null,0,0,61.42,0,5.83,7.12,5.99,3.81,15.74,0,459.67,106.07,22.21,20.72,6359.53,null,3308.26,null
NSE:SUTLEJTEX,C,Sutlej Textiles and Industries Ltd,518.52,31.65,Textiles - Spinning,Textiles,null,0.2,-3.52,-0.79,26.03,0.61,1.34,9.36,-8.92,-12.35,29.66,40.01,39.19,26.2,0.98,0.86,0,-0.08,63.96,0,-3.53,1.47,-0.91,-2.85,20,73.8,-96.54,154.06,10.49,7.11,971.39,1057.24,825.46,846.47
NSE:SUVEN,C,Suven Life Sciences Ltd,3514.53,151.52,Pharma - Formulators,Healthcare,null,497.11,-6.73,91.64,-31.83,10.24,-5.48,-1.04,-17.63,-35.16,146.33,-12.68,49.8,102.5,0,0,2.33,0.73,67.36,-2.9,-97.66,90.31,205.43,74.53,46.91,49.8,95.87,92.96,0.87,0.01,58.24,28.21,0,0.71
BSE:SUYOG,C,Suyog Telematics Ltd,788.97,673.35,Telecom Services,Telecom Equipment & Infra Services,21.59,3.65,14.92,-50.34,-11.97,1.7,19.01,22.41,-3.92,-20.1,575.29,8.17,43.87,525,0.62,null,-0.58,-2.34,52.02,4.72,10.8,-33.56,0.79,14.49,28.26,65.8,193.65,71.31,66.25,46.2,472.23,365.54,270.85,150.38
NSE:SUZLON,C,Suzlon Energy Ltd,62123.24,45.67,Capital Goods - Engineering Heavy,Capital Goods - Electrical Equipment,19.35,4.13,61.67,182.15,-65.2,7.93,-4.93,-6.2,-20.7,-24.38,47.25,23.03,38.55,44.88,0.05,1.76,-0.07,0.86,11.73,-1.52,30.9,86.34,9.44,42.4,1.74,46.93,52.71,58.8,286.31,105.1,1776.41,889.97,397,150.24
NSE:SWANCORP,C,Swan Corp Ltd,12809.42,408.65,Diversified,Textiles,null,2.94,-20.49,-100.25,79.86,1.73,-2.27,-2.98,-11.79,-7.06,415.37,202.66,22.48,362.2,0.34,2.33,-0.36,-1.12,53.96,0,1.08,-98.49,1.03,-39.73,12.73,49.58,-60.48,374.14,3945.11,3869.94,3770.91,4147.87,2543.21,3439.88
NSE:SWANDEF,C,Swan Defence and Heavy Industries Ltd,9768.32,1854.2,Ship - Docks/Breaking/Repairs,Ship Building,null,192.4,2294.81,-45.87,-66.63,39.88,3.4,-0.31,107.16,449.15,1466.5,-179.78,5.06,50.45,10.67,3.91,-0.02,-0.02,94.91,0,-3.38,-45.87,-85.17,406.03,3575.32,5.06,53.33,89.66,159.88,155.23,1203.27,1167.57,2614.52,2218.69
NSE:SWARAJENG,S,Swaraj Engines Ltd,4363.87,3591.7,Engines,Capital Goods-Non Electrical Equipment,23.31,2.28,21.33,20.18,-15.26,11.17,1.23,-0.28,-8.35,-9.83,3542.02,16.7,23.64,2517,0,0,-0.04,-0.2,52.12,0,64.17,20.38,-6.12,36.96,43.19,23.64,106.44,77.72,5.21,4.77,null,75.61,0.65,1.22
NSE:SWARAJ,C,Swaraj Suiting Ltd,611.89,277.9,Textiles - Spinning,Textiles,14.75,1.33,35.77,79.43,-27.45,3.98,0.34,16.23,18.28,61.95,263.85,8.75,3.32,138.5,1.74,1.22,0.71,0,74.97,1.38,15.1,74.42,-19.95,26.41,100.65,23.8,122.65,55.81,12.77,69.16,null,null,267.84,113.4
NSE:SWELECTES,C,Swelect Energy Systems Ltd,810.84,534.9,Capital Goods - Electric General,Capital Goods - Electrical Equipment,22.91,1.29,40.79,35.25,-39.9,0.91,-1.56,-8.41,-33.28,-19.59,544.57,9.2,45.35,461.1,0.75,0.7,0,0.13,56.37,0,8.86,23.52,-0.17,51.71,15.8,64.23,930.71,134.28,49.16,7,800.6,716.87,665.59,569
NSE:SWIGGY,C,Swiggy Ltd,93201.99,337.65,E-Commerce - Platform - Food,E-Commerce/App based Aggregator,null,4.42,52.09,71.18,2.47,4.67,5.52,-3.62,-12.48,-16.26,325.26,-26.85,29.26,297,0.25,-0.09,14.78,9.89,0,0,-34.66,71.18,10.56,54.01,12.9,45.68,69.61,77.88,0,0,4387,2041.37,2491,864.19
NSE:SYMPHONY,C,Symphony Ltd,6024.89,877.35,Consumer Electronics,Consumer Durables,36.27,6.19,-22.45,-12.09,5.26,7.66,-5.78,-3.07,-1.73,-8.56,901.15,35.96,35.24,815,0.01,0.26,0.3,-1.48,73.43,0,29.06,-2.14,9.82,-26.03,7.11,60.48,121.79,83.32,0,0,94,327,5,169.9
NSE:SYNCOMF,C,Syncom Formulations (India) Ltd,1314.12,13.98,Pharma - Others,Pharmaceuticals,17.92,2.61,28.33,76.16,13.92,3.45,2.42,7.37,-16.5,-21.09,13.15,18.31,40.74,11.65,0,0.32,0,0.13,50.57,0,24.16,73.66,-5.41,-9.72,19.48,50.11,47.41,43.29,8.01,0,124.08,119.75,0.7,72.49
NSE:SGIL,S,Synergy Green Industries Ltd,752.67,484.25,"Castings, Forgings & Fastners","Castings, Forgings & Fastners",92.06,2.18,-0.65,-50.4,-163.14,6.69,-11.99,-4.6,-15.62,-9.46,515.23,20.75,24.04,342,1.79,2.38,0,-0.02,69.45,-0.32,10.73,-30.13,27.53,-5.46,40.64,24.04,-97.05,-31.35,89.36,34.03,null,78.62,200.52,79.93
NSE:SYNGENE,C,Syngene International Ltd,17501.67,434.35,Pharma - API & CRAMS,Healthcare,49.58,4.7,5.05,-29.79,-77.65,3.7,-2.97,-31.07,-34.3,-34.01,496.03,18.76,42.76,426.5,0.12,0.23,6.31,-5.68,52.68,-0.05,9.56,-27.53,0.71,-2.82,1.99,54.72,235.31,112.08,989.2,1266.1,3049,2851.3,581.6,555.2
NSE:SYRMA,C,Syrma SGS Technology Ltd,16830.24,872.8,Consumer Electronics - EMS,Electronics,57.31,3.93,6.83,88.36,66.28,5.97,0.48,23.77,-1.98,25.05,774.36,35.29,4.45,370,0.12,0.24,8.41,-2.01,42.72,-3.86,13.99,89.55,10.32,45.36,134.97,4.45,95.67,54.58,77.04,65.56,1144.01,1081.6,331.55,629.89
BSE:SYSTMTXC,C,Systematix Corporate Services Ltd,1136.82,83.26,Finance & Investments - Others,Finance,39.27,7.19,-2.14,-55.93,-95.23,3.52,1.96,-21.6,-47.22,-35.05,86.82,24.61,53.67,77.85,0.06,0.21,-0.04,1.45,70.58,0.01,12.36,-53.61,-39.7,-20.51,6.95,75.21,-43.99,-65.38,null,0,21.46,16.7,20.3,20.56
BSE:TAALTECH,C,TAAL Tech Ltd,953.57,3059.9,Air Transport Service,Air Transport Service,18.45,5.15,-1,10.8,-18.85,4.28,3.57,-0.53,1.29,-1.5,2937.11,16.27,29.56,2100,0.01,0.08,0.15,0.07,50.8,-0.18,31.43,12.31,-6.23,5.58,45.71,29.56,84.09,69.94,0,0,4.39,10.15,2.47,6.8
NSE:TAC,C,TAC Infosec Ltd,1254.95,596.85,IT - Software,IT - Software,45.56,26.37,149.95,118.39,87.59,22.69,-3.65,-14.7,-25,38.49,629.94,45.07,33.66,409.5,0.03,null,null,null,56.96,null,28.51,153.43,62.93,137.82,45.75,33.66,130.76,126.48,5.85,1.07,null,null,1.52,null
NSE:TAJGVK,C,TajGVK Hotels & Resorts Ltd,2226.84,355.15,Hotels,Hotels & Restaurants,17.86,4.69,7.7,11.07,23.73,3.22,-1.17,-13.66,-12.45,-15,367.95,16.03,32.83,344.45,0.12,0.31,1.43,-0.78,71,-3.99,18.06,3.84,27.23,7.42,2.98,32.83,122.48,83.57,182.7,115.78,426.21,442.13,82.61,108.16
NSE:TAKE,C,Take Solutions Ltd,722.66,48.85,Miscellaneous,Healthcare,14.8,null,null,-140.8,791.21,27.94,12.9,11.71,77.02,419.34,42.39,-150.19,2.66,6.51,0,0.43,0,0.56,0,-53.41,21.3,-106.78,null,null,646.7,84.23,-2217.62,218.94,0,0,0,30.25,0,37.09
NSE:TALBROAUTO,C,Talbros Automotive Components Ltd,1752.15,283.85,Auto Ancillaries - Axle shafts,Auto Ancillaries,17.67,2.09,1.88,-15.77,17.75,2.57,3.77,6.59,2.81,13.55,262.18,13.67,13.11,200.2,0.13,0.24,0.08,-0.07,58.43,0,18.01,-20.67,0.21,6.02,41.48,28.44,84.74,61.75,26.44,22.74,215.58,212.17,86.01,98.7
NSE:TMB,S,Tamilnad Mercantile Bank Ltd,10287.3,649.65,Banks - Private,Banks,8.19,1.83,7.83,9.79,7.56,1.05,2.65,14.65,29.33,50.66,606.48,76.17,8.55,401,0.11,0.08,-0.2,0.84,0,0,7.27,10.37,3.96,10.4,61.57,8.55,160.56,234.24,null,0,286.23,270.98,1064.18,1301.15
NSE:TNPL,S,Tamil Nadu Newsprint & Papers Ltd,993.1,143.49,Paper,Paper,33.53,0.21,7.45,102.6,-16.42,0.48,1.88,2.21,-3.19,-8.64,137.39,6.4,25.38,115.5,0.9,0.96,-1.69,0.14,35.32,0,6.2,56.96,0.99,-0.25,23.25,71.47,15297.05,133.2,120.89,55.48,null,4307.38,1871.08,1801.39
NSE:TNPETRO,C,Tamil Nadu Petro Products Ltd,852.75,94.78,Petrochem - Others,Petrochemicals,7.33,0.47,-0.73,165.65,-41.94,0.88,1.06,-3.96,-14.87,-8.98,93.79,6.07,26.81,63.66,0.33,0.09,-0.03,4.13,34.54,0,12.86,168.31,-7.88,-8.47,49.32,36.94,354.07,325.7,570.06,451.73,276.83,304.2,323.74,17.99
BSE:TANAA,C,Taneja Aerospace & Aviation Ltd,719.12,282,Aviation,Aerospace & Defence,40.11,18.18,12.55,23.15,11.4,4.8,-0.21,6.03,-17.23,-29.4,269.31,26.38,44.05,218.55,0,0,0,-0.02,52.03,-0.17,16.21,23.79,7.33,15.94,29.03,60.28,139.71,97.73,0,0,104.62,109.19,0.17,0.3
BSE:TANFACIND,S,Tanfac Industries Ltd,4189.5,4200,Chemicals - Inorganic,Chemicals,55.99,6.07,41.42,-4.14,-9.37,12.34,-1.83,-8.73,7.75,-4.78,4136.01,36.3,17.07,2510,0.09,0,0.01,0.1,51.81,0,27.9,-4.93,2.73,-2.74,67.33,17.07,37.26,25.49,22.25,8.4,null,60.64,31.49,0
NSE:TANLA,C,Tanla Platforms Ltd,6203.84,467.8,IT - Software,IT - Software,12.66,1.45,6.38,-5.38,5.05,2.74,-2.26,-6.07,-23.83,-23.23,483.86,8.08,38.9,409.35,0.03,0.05,-0.17,-4.14,46.17,2.07,26.67,-4.6,3.95,12.06,14.33,77.68,126.58,92.95,0,89.54,837.81,780.95,58.18,75.04
NSE:TARACHAND,S,Tara Chand Infralogistic Solutions Ltd,525.13,66.62,Capital Goods - EPC/Cranes,Diversified,19.42,1.9,30.22,15.92,-30.21,3.9,4.44,-8.86,-13.26,-6.91,67.84,6.36,35.37,50,0.96,1.3,0,0.07,71.14,1.54,17.05,13.19,4.4,6.53,34,36.06,225.95,72.08,0,0,null,180.42,130.37,85.23
NSE:TARC,C,TARC Ltd,4496.68,152.38,Realty - Regional,Realty,null,33.82,324.11,-51.17,-33.35,4.16,2.97,-12.91,6.1,-8.33,155.8,-25.59,26.06,103.22,1.81,1.03,1.98,-1.13,65.12,0.15,-0.48,-57.65,458.66,310.48,47.65,43.55,-18.57,-32.3,0,0,1271.95,1106.78,1961.54,1392.54
NSE:TARSONS,C,Tarsons Products Ltd,1066.57,200.46,Medical Equipment,Healthcare,52.34,2.57,7.48,-31.95,51.81,1.72,-8.49,-7.54,-16.22,-41.36,202.78,11.88,55.9,188.42,0.63,0.02,-0.5,-5.04,47.3,0,5.2,-31.5,5.43,12.76,7.21,78.16,383.74,103.17,251.05,232.85,583.16,335.8,395.93,269.02
